,onehotencoder__estado_civil_casado (a),onehotencoder__estado_civil_divorciado (a),onehotencoder__estado_civil_solteiro (a),onehotencoder__escolaridade_fundamental,onehotencoder__escolaridade_medio,onehotencoder__escolaridade_superior,onehotencoder__inadimplencia_sim,onehotencoder__fez_emprestimo_sim,remainder__idade,remainder__saldo,remainder__tempo_ult_contato,remainder__numero_contatos
269,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0,4608.0,212.0,1.0
270,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,31.0,2544.0,252.0,1.0
271,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,263.0,119.0,2.0
272,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,1613.0,296.0,1.0
273,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,30.0,4.0,84.0,3.0
274,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,1506.0,299.0,2.0
275,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,30.0,302.0,528.0,3.0
276,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,-454.0,558.0,1.0
277,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,32.0,811.0,563.0,1.0
278,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,1133.0,293.0,1.0
279,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,5314.0,200.0,3.0
280,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,260.0,146.0,1.0
281,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,34.0,215.0,350.0,3.0
282,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,150.0,151.0,2.0
283,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,1811.0,150.0,1.0
284,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,52.0,217.0,193.0,6.0
285,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0,1240.0,505.0,2.0
286,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,1109.0,328.0,2.0
287,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,523.0,152.0,2.0
288,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,1012.0,410.0,1.0
289,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,220.0,89.0,4.0
290,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,89.0,156.0,2.0
291,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,36.0,1482.0,177.0,2.0
292,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,38.0,2543.0,223.0,1.0
293,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,2581.0,99.0,1.0
294,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,34.0,475.0,538.0,8.0
295,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,198.0,205.0,3.0
296,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,17555.0,14.0,14.0
297,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,46.0,334.0,36.0,6.0
298,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,39.0,0.0,561.0,4.0
299,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,45.0,410.0,891.0,4.0
300,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,25.0,528.0,2.0
301,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,4900.0,121.0,2.0
302,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,304.0,129.0,2.0
303,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,171.0,209.0,1.0
304,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,27.0,619.0,16.0,5.0
305,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,-970.0,489.0,1.0
306,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,2395.0,218.0,1.0
307,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,132.0,574.0,1.0
308,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,913.0,113.0,4.0
309,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,267.0,128.0,1.0
310,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,2959.0,325.0,1.0
311,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,975.0,256.0,2.0
312,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61.0,997.0,106.0,1.0
313,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0,83.0,6.0
314,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,31.0,1494.0,275.0,12.0
315,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,1698.0,95.0,2.0
316,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,31.0,26965.0,654.0,2.0
317,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.0,781.0,74.0,2.0
318,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,1026.0,669.0,1.0
319,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,30.0,201.0,325.0,2.0
320,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,35.0,0.0,1174.0,1.0
321,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,158.0,73.0,1.0
322,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0,316.0,126.0,3.0
323,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,38.0,2253.0,937.0,3.0
324,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,51.0,2323.0,151.0,10.0
325,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,2974.0,187.0,5.0
326,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,541.0,237.0,3.0
327,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,28.0,0.0,380.0,4.0
328,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,13658.0,220.0,2.0
329,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,46.0,451.0,389.0,4.0
330,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,26.0,209.0,319.0,2.0
331,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,0.0,3025.0,2.0
332,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,104.0,701.0,1.0
333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,47.0,3696.0,250.0,2.0
334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,1111.0,50.0,1.0
335,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,36.0,1855.0,75.0,1.0
336,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,52.0,54.0,103.0,1.0
337,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,3939.0,209.0,2.0
338,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,2488.0,449.0,2.0
339,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,4143.0,200.0,3.0
340,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,52.0,196.0,116.0,1.0
341,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,41.0,8238.0,124.0,4.0
342,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,1100.0,660.0,2.0
343,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,899.0,377.0,3.0
344,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,35.0,2658.0,768.0,2.0
345,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,365.0,59.0,2.0
346,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,34.0,171.0,191.0,1.0
347,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,27.0,-195.0,391.0,1.0
348,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0,3904.0,250.0,2.0
349,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,28.0,1562.0,659.0,4.0
350,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,479.0,1.0
351,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,181.0,2.0
352,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,34.0,-292.0,181.0,6.0
353,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,225.0,1126.0,4.0
354,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,36.0,442.0,102.0,3.0
355,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,442.0,77.0,3.0
356,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,897.0,397.0,1.0
357,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,42.0,30.0,98.0,1.0
358,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,228.0,12.0,8.0
359,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,29.0,199.0,1689.0,4.0
360,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,668.0,1263.0,2.0
361,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,757.0,103.0,1.0
362,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,489.0,205.0,5.0
363,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,390.0,208.0,2.0
364,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,61.0,112.0,3.0
365,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,14.0,167.0,1.0
366,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,42.0,1628.0,119.0,1.0
367,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,2089.0,132.0,1.0
368,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,38.0,-242.0,1173.0,3.0
369,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71.0,4657.0,93.0,5.0
370,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,250.0,193.0,6.0
371,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,55.0,1187.0,193.0,2.0
372,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.0,796.0,427.0,1.0
373,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0,2155.0,295.0,1.0
374,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,41.0,1646.0,261.0,1.0
375,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,143.0,627.0,1.0
376,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,42.0,1533.0,86.0,1.0
377,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,30.0,178.0,747.0,5.0
378,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,732.0,736.0,7.0
379,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,552.0,463.0,1.0
380,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,1148.0,121.0,1.0
381,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,1988.0,164.0,2.0
382,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,331.0,170.0,4.0
383,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,273.0,910.0,2.0
384,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77.0,0.0,847.0,1.0
385,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,30.0,2.0,1031.0,8.0
386,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,32.0,6402.0,158.0,1.0
387,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,817.0,517.0,1.0
388,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,53.0,5715.0,287.0,2.0
389,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,1409.0,235.0,2.0
390,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,474.0,400.0,2.0
391,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,224.0,8.0
392,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0,502.0,197.0,2.0
393,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,8.0,107.0,2.0
394,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,1568.0,206.0,6.0
395,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,422.0,110.0,1.0
396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,32.0,311.0,757.0,2.0
397,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,6483.0,123.0,1.0
398,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,55.0,229.0,175.0,3.0
399,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,127.0,1.0
400,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,94.0,493.0,1.0
401,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,51.0,297.0,415.0,4.0
402,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,5106.0,244.0,1.0
403,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,28.0,227.0,278.0,1.0
404,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,755.0,1212.0,4.0
405,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,2171.0,130.0,1.0
406,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,36.0,0.0,85.0,6.0
407,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,35.0,71.0,836.0,12.0
408,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,302.0,205.0,1.0
409,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36.0,146.0,284.0,2.0
410,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,50.0,1200.0,904.0,3.0
411,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,41.0,-386.0,477.0,1.0
412,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,795.0,131.0,3.0
413,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.0,894.0,491.0,1.0
414,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,395.0,419.0,2.0
415,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,0.0,60.0,1.0
416,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,639.0,1.0
417,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,195.0,220.0,1.0
418,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,-9.0,123.0,1.0
419,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,168.0,227.0,1.0
420,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0,2642.0,310.0,2.0
421,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,39.0,285.0,209.0,1.0
422,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,636.0,352.0,4.0
423,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,174.0,367.0,2.0
424,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,8627.0,169.0,1.0
425,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,22.0,388.0,6.0
426,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,28.0,171.0,93.0,1.0
427,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,36.0,1531.0,81.0,3.0
428,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0,14412.0,297.0,1.0
429,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,108.0,543.0,12.0
430,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,39.0,549.0,2.0
431,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,802.0,569.0,1.0
432,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,368.0,293.0,1.0
433,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,205.0,289.0,1.0
434,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,41.0,720.0,651.0,1.0
435,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,8627.0,281.0,1.0
436,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,28.0,4579.0,409.0,2.0
437,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,34.0,586.0,489.0,2.0
438,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,1121.0,454.0,6.0
439,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,44.0,244.0,1735.0,4.0
440,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,52.0,22.0,8.0
441,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,3732.0,379.0,2.0
442,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,24.0,631.0,1.0
443,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,40.0,-1.0,173.0,1.0
444,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,93.0,134.0,2.0
445,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,48.0,-551.0,168.0,2.0
446,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,1022.0,20.0,3.0
447,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,34.0,943.0,96.0,4.0
448,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,204.0,111.0,7.0
449,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,57.0,0.0,648.0,1.0
450,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,55.0,979.0,123.0,1.0
451,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,1429.0,1015.0,1.0
452,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,9976.0,57.0,2.0
453,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,502.0,267.0,4.0
454,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,1942.0,436.0,2.0
455,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,655.0,606.0,2.0
456,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,80.0,251.0,3.0
457,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,72.0,764.0,3.0
458,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,27.0,1.0,65.0,2.0
459,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0,23.0,216.0,3.0
460,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,37.0,-242.0,1149.0,6.0
461,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,47.0,2515.0,40.0,3.0
462,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,22.0,265.0,2.0
463,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,31.0,-230.0,715.0,1.0
464,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,495.0,157.0,3.0
465,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.0,1013.0,206.0,1.0
466,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,0.0,618.0,1.0
467,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,28.0,459.0,83.0,13.0
468,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,38.0,744.0,1.0
469,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,34.0,103.0,956.0,2.0
470,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,31.0,775.0,361.0,1.0
471,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,31.0,203.0,177.0,1.0
472,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,2776.0,701.0,1.0
473,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,34.0,1386.0,185.0,6.0
474,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,822.0,184.0,1.0
475,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,-375.0,814.0,2.0
476,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,33.0,-163.0,502.0,2.0
477,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,765.0,959.0,3.0
478,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,7050.0,222.0,3.0
479,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,197.0,78.0,3.0
480,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,430.0,154.0,4.0
481,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,31.0,406.0,736.0,1.0
482,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.0,435.0,122.0,6.0
483,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,37.0,851.0,151.0,1.0
484,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,32.0,2881.0,356.0,1.0
485,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,28.0,389.0,15.0,7.0
486,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,5845.0,1060.0,2.0
487,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,386.0,253.0,1.0
488,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,5320.0,114.0,6.0
489,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,180.0,298.0,3.0
490,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,1790.0,224.0,1.0
491,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,944.0,251.0,2.0
492,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,321.0,189.0,1.0
493,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,39.0,1045.0,290.0,13.0
494,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,70.0,229.0,2.0
495,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,657.0,398.0,2.0
496,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,844.0,1018.0,3.0
497,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0,111.0,58.0,2.0
498,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,26.0,-402.0,127.0,2.0
499,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,32.0,1831.0,86.0,2.0
500,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,976.0,345.0,1.0
501,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,31.0,25.0,381.0,1.0
502,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,31.0,4888.0,475.0,4.0
503,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,315.0,103.0,1.0
504,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,4153.0,35.0,16.0
505,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,83.0,0.0,140.0,10.0
506,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,1840.0,312.0,3.0
507,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,1117.0,365.0,1.0
508,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,550.0,4.0
509,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0,61.0,836.0,3.0
510,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,29.0,828.0,215.0,3.0
511,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,30.0,102.0,614.0,2.0
512,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,35.0,633.0,128.0,3.0
513,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,-1206.0,382.0,2.0
514,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,1787.0,79.0,1.0
515,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,34.0,462.0,1877.0,3.0
516,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,26.0,-32.0,14.0,6.0
517,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,43.0,3403.0,707.0,2.0
518,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,295.0,92.0,1.0
519,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,-217.0,313.0,1.0
520,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,22.0,333.0,129.0,1.0
521,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,41.0,879.0,60.0,4.0
522,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,228.0,1017.0,6.0
523,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,5310.0,984.0,1.0
524,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,4945.0,311.0,2.0
525,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,236.0,10.0
526,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,-256.0,147.0,2.0
527,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,44.0,118.0,1.0
528,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,306.0,388.0,3.0
529,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,33.0,10.0,167.0,5.0
530,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,29.0,14.0,87.0,1.0
531,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,305.0,834.0,10.0
532,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,-3.0,91.0,9.0
533,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,51.0,50.0,1.0
534,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,8295.0,207.0,1.0
535,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,4.0,395.0,2.0
536,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,32.0,620.0,1234.0,3.0
537,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,12223.0,36.0,1.0
538,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,1341.0,415.0,7.0
539,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,31.0,614.0,72.0,4.0
540,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,37.0,2442.0,91.0,3.0
541,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,31.0,360.0,592.0,4.0
